sentence_good	sentence_bad	error_type	field
About a third of a population would be aged 65 and over in 2040, compare that to below 5% in 2000.	About a third of a population would be aged 65 and over in 2040, compare that to below 5% part in 2000.	Redundant_comp	discourse
USA, however, had bigger part of old people throughout the century, having 10% in 1960 and 15% in 1980, but the overall part would be below Japanese in 2040, whew 25% would be 65 and older.	USA, however, had bigger part of old people throughout the century, having 10% in 1960 and even 15% in 1980, but the overall part would be below Japanese in 2040, whew 25% would be 65 and older.	Redundant_comp	discourse
Overall, we can see a strong tendention that population is getting older with time in these countries.	Overall, we can see a strong tendention that population is getting older at a whole with time in these countries.	Redundant_comp	discourse
At a whole, men are more physically developed, and more capable of doing a repeatable machanical work is much easier for them, such a clothing .	At a whole, men are more physically developed, and more capable of doing a repeatable machanical work is much easier for them, such a clothing is.	Redundant_comp	discourse
Why would a girl care about the exams while she can go into the elite tech colleges, and be accepted only because she is a girl, and a gender equality heeds to be strained.	Why would a girl student care about the exams while she can go into the elite tech colleges, and be accepted only because she is a girl, and a gender equality heeds to be strained.	Redundant_comp	discourse
The graph presents data velaiting to population of 65 and over .	The graph presents data velaiting to population of 65 and over aged.	Redundant_comp	discourse
These periods are 1940-1960 years in the USA; in 1980-2020 years inJapan and the period between near 2015 and 2030 in Sweden.	These periods are in 1940-1960 years in the USA; in 1980-2020 years inJapan and the period between near 2015 and 2030 in Sweden.	Redundant_comp	discourse
These periods are in 1940-1960 years in the USA; 1980-2020 years inJapan and the period between near 2015 and 2030 in Sweden.	These periods are in 1940-1960 years in the USA; in 1980-2020 years inJapan and the period between near 2015 and 2030 in Sweden.	Redundant_comp	discourse
These periods are in 1940-1960 years in the USA; in 1980-2020 years inJapan and the period between 2015 and 2030 in Sweden.	These periods are in 1940-1960 years in the USA; in 1980-2020 years inJapan and the period between near 2015 and 2030 in Sweden.	Redundant_comp	discourse
To sum up it should be understended from the graph that percentage of the population aged 65 and over grows .	To sum up it should be understended from the graph that percentage of the population aged 65 and over grows and there are no pics here.	Redundant_comp	discourse
I think, proportional system of students can helps to understand both strategies of thinking, look at the same problem in different ways.	I think, proportional system of students can helps to understand for person both strategies of thinking, look at the same problem in different ways.	Redundant_comp	discourse
For my own experience I can make comparison that choising proportional system in education is really very important .	For my own experience I can make comparison that choising proportional system in education is really very important part.	Redundant_comp	discourse
But also not all people agree with this .	But also not all people agree with this extent.	Redundant_comp	discourse
First of all, it is seen that in the period from 1940 to 1960 both America and Sweden people who 65 and more gradually increased almost on the same level while in Japan there was a slight decrease.	First of all, it is seen that in the period from 1940 to 1960 both America and Sweden population of people who 65 and more gradually increased almost on the same level while in Japan there was a slight decrease.	Redundant_comp	discourse
I cannot agree with this statement because anyway this decision violates the right of both sexes to choose a discipline which mostly suits them according to their abilities and features.	I cannot agree with this statement because anyway this decision violates the right of both sexes to choose a discipline which mostly suits to them according to their abilities and features.	Redundant_comp	discourse
The diagram presents a population 65 and over years old since 1940 to 2040 in Japan, Sweden and USA.	The diagram presents a population of people 65 and over years old since 1940 to 2040 in Japan, Sweden and USA.	Redundant_comp	discourse
Moreover, there are more differences betwen the Sweden and USA line's and the Japanese line's behavior than between Sweden and USA lines.	Moreover, there are more differences betwen the Sweden and USA line's behavior and the Japanese line's behavior than between Sweden and USA lines.	Redundant_comp	discourse
Moreover, there are more differences betwen the Sweden and USA line's behavior and the Japanese line than between Sweden and USA lines.	Moreover, there are more differences betwen the Sweden and USA line's behavior and the Japanese line's behavior than between Sweden and USA lines.	Redundant_comp	discourse
On the other hand, the minimum of the countries had in 1940, which was about 5-10%.	On the other hand, the minimum of proportion the countries had in 1940, which was about 5-10%.	Redundant_comp	discourse
If a student wants to study a subject, where there is not a place for him or her, it is problem.	If a student wants to study a subject, where there is not a place for him or her, so it is problem.	Redundant_comp	discourse
The second reason why I do'not agree with the topic is that, if universities should accept equal members, it can make some problems.	The second reason why I do'not agree with the topic is that, if universities should accept equal members, so it can make some problems.	Redundant_comp	discourse
To sum up, we can say that people in this countries become older and in the future there will be less young people and as a result it will be less workers who can work in effective way.	To sum up, we can say that people in this countries become older and in the future there will be less young people and as a result it will be less people who can work in effective way.	Redundant_comp	discourse
There are a lot of examples of occupations where the majority of successful persons is male: soldier, fireman, builter, ect.	There are a lot of examples of occupations where the majority of successful persons is only male: soldier, fireman, builter, ect.	Redundant_comp	discourse
The given graph below presents the percentage of the population aged sixty five and older during the period between 1940 and 2040 in Japan, Sweden, and the USA.	The given graph below presents the percentage of the population aged sixty five and older during the period taken between 1940 and 2040 in Japan, Sweden, and the USA.	Redundant_comp	discourse
The bigger part of them are going to attend a university .	The bigger part of them are going to attend a university for higher education.	Redundant_comp	discourse
Thirdly, I would like to underline a widespread argument that all people are individuals and can disclose his skills and abilities.	Thirdly, I would like to underline a widespread argument that all people are individuals and only a person can disclose his skills and abilities.	Redundant_comp	discourse
in the 1940 till 1950-es the differences between all three countries were quite irrelevant.	Following the time line it can be said that in the 1940 till 1950-es the differences between all three countries were quite irrelevant.	Redundant_comp	discourse
The question is whether it is a cure for some urgent problem .	The question is whether it is a cure for some urgent problem or blossom.	Redundant_comp	discourse
Tendences of changing propontions is not so obvious but Sweden and USA have nearly the same situvoion in period from 1940 to 1980.	Tendences of changing propontions is not so obvious but Sweden and USA have nearly the same situvoion in part of graphic which represents period from 1940 to 1980.	Redundant_comp	discourse
Inspite of this facts, graphic shows tendency of dramut: cully increasing proportion for all of three countries.	Inspite of this facts, graphic shows suggested tendency of dramut: cully increasing proportion for all of three countries.	Redundant_comp	discourse
Nowadays this problem is not so sharpas several decades ago.	Nowadays this problem is not posed so sharpas several decades ago.	Redundant_comp	discourse
The graph illustrates the change in the number of old people in the USA, Sweden and Japan between the 1940's and the 2040's.	The graph illustrates the change in the number of old people in the USA, Sweden and Japan between the period of the 1940's and the 2040's.	Redundant_comp	discourse
From 194- to 1960 the number rose steadily in the USA and in Sweden, while Japan experienced a slight fall in the number of old people by 4 per cent.	From 194- to 1960 the number rose steadily in both countries: in the USA and in Sweden, while Japan experienced a slight fall in the number of old people by 4 per cent.	Redundant_comp	discourse
In conclusion, the number of people 65 and over will increase dramatically in developed countries.	In conclusion, the number of people reached 65 and over will increase dramatically in developed countries.	Redundant_comp	discourse
no doubt, that students should have equal opportunities to study every subject.	It is no doubt, that students should have equal opportunities to study every subject.	Redundant_comp	discourse
It is no doubt students should have equal opportunities to study every subject.	It is no doubt, that students should have equal opportunities to study every subject.	Redundant_comp	discourse
For instance, some subjects is needed in enormous force as building or some technique specialization, engeneering.	For instance, some subjects is needed in enormous force such as building or some technique specialization, engeneering.	Redundant_comp	discourse
If universities give equal access to different direction for women and men we get modern society with develop professions where every person do work which can be done by their individual skills.	If universities give equal access to different direction for women and men they can choose so we get modern society with develop professions where every person do work which can be done by their individual skills.	Redundant_comp	discourse
If universities give equal access to different direction for women and men they can choose so we get modern society with professions where every person do work which can be done by their individual skills.	If universities give equal access to different direction for women and men they can choose so we get modern society with develop professions where every person do work which can be done by their individual skills.	Redundant_comp	discourse
To sum up, the general idea of modern education is not equal amount of girls and boys but iqual access to this education!	To sum up, the general idea of modern education is not equal amount of girls and boys but is iqual access to this education!	Redundant_comp	discourse
And the problem raises, when it concerns young people who truly believe in their own independence.	And the problem raises, when it concerns young people who are truly believe in their own independence.	Redundant_comp	discourse
Moreover, the popular thought about subject regarding to their so-called use only for one sex should be rejected.	Moreover, the popular thought about diversification of subject regarding to their so-called use only for one sex should be rejected.	Redundant_comp	discourse
For example, I've read about person, who has more male interests that female's ones and behave according to rules, which society always consideres as male one.	For example, I've read about person, who has more male interests that female's ones and behave herself according to rules, which society always consideres as male one.	Redundant_comp	discourse
The graph illustrates how many people 65 years old and over live in Japan, Sweden and USA in a certain period of time.	The graph illustrates how many people about 65 years old and over live in Japan, Sweden and USA in a certain period of time.	Redundant_comp	discourse
This proportion in Japan reached a low 3% of people aged 65 and over in 1960 and maintained the same level in 1985.	This proportion in Japan reached a low of just 3% of people aged 65 and over in 1960 and maintained the same level in 1985.	Redundant_comp	discourse
Besides, the population of old people will increase at the end of the period , which is taken into account in the task.	Besides, the population of old people will increase at the end of the period of time, which is taken into account in the task.	Redundant_comp	discourse
So it doesn't matter is a person male or female, he or she has an ability to study what he or she prefers.	So that it doesn't matter is a person male or female, he or she has an ability to study what he or she prefers.	Redundant_comp	discourse
So we may notice that all of the lines go up, it means that proportion of population aged 65 and over within years will be higher and higher.	So we may notice that all of the lines go up, it means that proportion of population aged 65 and over within years years will be higher and higher.	Redundant_comp	discourse
Everyone try to find the differences between two types of human.	Everyone try to find the the differences between two types of human.	Redundant_comp	discourse
Comparing the proportion of populations it can be seen that since 1940, the levels had grown up from 5 to 10% to more than 25%.	Comparing the proportion of populations it can be seen that since 1940, the average levels had grown up from 5 to 10% to more than 25%.	Redundant_comp	discourse
Another drawback of equall accepting numbers is that it can crushed all system of university's academic freedom - government will give numbers of students, who schould study in universities.	Another drawback of equall accepting numbers is that it can crushed all system of university's academic freedom - government will give concrete numbers of students, who schould study in universities.	Redundant_comp	discourse
Since the Medievel times, people fight against discrimination, for society with equall rights for everybody.	Since the Medievel times, people fight against discrimination, for modern society with equall rights for everybody.	Redundant_comp	discourse
There is no shame if men are good at law and women in teaching as there is no any discrimination in case of disproportion.	There is no shame if men are good at law and women in teaching as there is no any discrimination between them in case of disproportion.	Redundant_comp	discourse
The graph provides data about the percentage of of people people 65 years old and over.	The graph provides data about the percentage of group of people 65 years old and over.	Redundant_comp	discourse
If it would happen, the development of science and culture will stop.	If it would happen, the development of science and society's culture will stop.	Redundant_comp	discourse
What is more, from that year the difference between USA and Sweden became far more obvious as the number of elderly people in Sweden began to rise steadily.	What is more, from that year the difference between USA and Sweden age groups became far more obvious as the number of elderly people in Sweden began to rise steadily.	Redundant_comp	discourse
However, in compliane with the graph the persentage difference by 2040 was less than 5%.	However, in compliane with the graph the persentage difference by 2040 was not evident less than 5%.	Redundant_comp	discourse
Probably that can be explained by the great member of elderly people in Japan .	Probably that can be explained by the great member of elderly people in Japan of that catagory.	Redundant_comp	discourse
Frankly speaking it seems to me that such idea isn't worth doing as students should be accepted in accordance with their mental abilities, exam results personal talents.	Frankly speaking it seems to me that such idea isn't worth doing as students should be accepted in accordance with their mental abilities, exam results and personal talants and capabilities.	Redundant_comp	discourse
It is is undeniable that math, physics, engeneering are more preferable among boys, while girls are interested in literature, languages.	It is is undeniable that math, physics, engeneering are more preferable among boys, while girls are interested in literature, languages, and so on.	Redundant_comp	discourse
Then the number of people from age group was more or less stable and, as it is shown on the graph, there is a sharp growth in the time period from 2025 to 2040.	Then the number of people from age group was more or less stable and, as it is shown on the graph, there is a sharp growth of it in the time period from 2025 to 2040.	Redundant_comp	discourse
Then the number of people from age group was more or less stable and, as it is shown on the graph, there is a sharp growth of it from 2025 to 2040.	Then the number of people from age group was more or less stable and, as it is shown on the graph, there is a sharp growth of it in the time period from 2025 to 2040.	Redundant_comp	discourse
In accordance with the american research, the process of studing of people from mixed gender and cultural groups is rather more effective because it helps to invent more ideas and provides a kind of cultural and gender dialog between students.	In accordance with the american research, the the process of studing of people from mixed gender and cultural groups is rather more effective because it helps to invent more ideas and provides a kind of cultural and gender dialog between students.	Redundant_comp	discourse
The graph gives information about the population aged 65 and over.	The graph gives information about the population of people aged 65 and over.	Redundant_comp	discourse
It shows proportion of population of this group of people between 1940 and 2040 in Japan, Sweden and The USA.	It shows certain proportion of population of this group of people between 1940 and 2040 in Japan, Sweden and The USA.	Redundant_comp	discourse
During that period the percentage of people under 65 in Japan began to decline and then was steady from 1960 to 1980.	During that period of time the percentage of people under 65 in Japan began to decline and then was steady from 1960 to 1980.	Redundant_comp	discourse
This rule also concerns educational process all people have a right to have an education, besides, they are free to choose any subject they want.	This rule also concerns educational process their all people have a right to have an education, besides, they are free to choose any subject they want.	Redundant_comp	discourse
To sum up, everyone has a right and opportunity to choose their profession and study in a place they want.	To sum up, everyone both males and females has a right and opportunity to choose their profession and study in a place they want.	Redundant_comp	discourse
To sum up, it can be seen from the graph, the number of people aged 65 and over increase and will reach nearly 25 percent to 2040 in all countries.	To sum up, it can be seen from the graph, the number of people aged 65 and over increase and will reach the number nearly 25 percent to 2040 in all countries.	Redundant_comp	discourse
I don't have any thought about influence by it study.	I don't have any thought about influence by it for study.	Redundant_comp	discourse
Usually there are more girls than boys entering in humanitariaty Universities and more boys than girls in technical.	Usually there are more girls than boys entering in humanitariaty Universities and more boys than girls entering in technical.	Redundant_comp	discourse
However, despite that they were minority they made a very good presents to girls.	However, despite that they were in minority they made a very good presents to girls.	Redundant_comp	discourse
The chart shows the proportion of people's population at the age of 65 in three different countries: in Japan, in Sweden and the USA between 1940 and 2040.	The chart shows shows the proportion of people's population at the age of 65 in three different countries: in Japan, in Sweden and the USA between 1940 and 2040.	Redundant_comp	discourse
The chart shows shows the proportion of population at the age of 65 in three different countries: in Japan, in Sweden and the USA between 1940 and 2040.	The chart shows shows the proportion of people's population at the age of 65 in three different countries: in Japan, in Sweden and the USA between 1940 and 2040.	Redundant_comp	discourse
One more argument is that studing together male and female students can help to socialized them.	One more of the main argument is that studing together male and female students can help to socialized them.	Redundant_comp	discourse
One more of the main argument is that studing together male and female students can help to socialized .	One more of the main argument is that studing together male and female students can help to socialized them.	Redundant_comp	discourse
Besides, men are good at one aspects and women are the best in other questions.	Besides, it can be seen from the life, that men are good at one aspects and women are the best in other questions.	Redundant_comp	discourse
To sum up, the discrimination to all students in groups to the equal amount can break their writs.	To sum up, it can be concluded, that the discrimination to all students in groups to the equal amount can break their writs.	Redundant_comp	discourse
Since millenium the Japan's old people's proportion increased for more than 20% in 40 years.	Since millenium the Japan's old people's proportion extremely increased for more than 20% in 40 years.	Redundant_comp	discourse
Sugested chart gives to us innformation about the proportion of the population aged 65 and ove between 1940 and 2040 in USA, Japan and Sweden.	Sugested chart below gives to us innformation about the proportion of the population aged 65 and ove between 1940 and 2040 in USA, Japan and Sweden.	Redundant_comp	discourse
This graph shows us, that qualer of the population is old people.	This graph shows us, that qualer of the population is old people, and borning was decling or level of life in this countries was increasing.	Redundant_comp	discourse
The graph shows that the number of age group at 1940 was only about 78%.	The graph shows that the number of people of 65 and over age group at 1940 was only about 78%.	Redundant_comp	discourse
The graph illustrates the amount of people aged 65 and over the period of 100 years between 1940 and 2040.	The graph illustrates the amount of people aged 65 and under over the period of 100 years between 1940 and 2040.	Redundant_comp	discourse
According to the graph, X axis indicates the per cents and Y axis indicates years.	According to the graph, X axis indicates the number of per cents and Y axis indicates years.	Redundant_comp	discourse
Sweden a USA have approximatly the same level : Both countrier fluctuate since 1940 from 7% a 9%, after this to 12% a 15% in 1980.	Sweden a USA have approximatly the same level of proportion: Both countrier fluctuate since 1940 from 7% a 9%, after this to 12% a 15% in 1980.	Redundant_comp	discourse
Sweden a USA have approximatly the same level of proportion: Both countrier fluctuate since 1940 from 7% a 9%, to 12% a 15% in 1980.	Sweden a USA have approximatly the same level of proportion: Both countrier fluctuate since 1940 from 7% a 9%, after this to 12% a 15% in 1980.	Redundant_comp	discourse
But from 1995 Swedish line increases sharply to 20% in 2015, unlike US's line, which decreased slowly from 15% to 13% (1980-2020).	But from 1995 Swedish line increases sharply to 20% in 2015, unlike US's line, which starts to decrease slowly from 15% to 13% (1980-2020).	Redundant_comp	discourse
To sum up, the statystics indicates, that Japanese population is changing slowly, instead of Swedish a American rates, which are fluctuated.	To sum up, the statystics indicates, that Japanese population's proportion is changing slowly, instead of Swedish a American rates, which are fluctuated.	Redundant_comp	discourse
But, the highest level is reached by Japan, in contrast with Sweden a US, which have lower maximum rate.	But, the highest level of proportion is reached by Japan, in contrast with Sweden a US, which have lower maximum rate.	Redundant_comp	discourse
As a consiquence, I'd like to note, that the question of sexes disproportion in universities is strill open, but, as for me, this situation should be changed.	As a consiquence, I'd like to note, that the question of sexes disproportion in universities is strill open, but, as for me, this situation should be changed, in the way, of the whole ie section of mixed sexes universities.	Redundant_comp	discourse
To sum up, I believe that there should be no restrictions for Universities in number of students in any subject.	To sum up, I believe that there should be no male or female restrictions for Universities in number of students in any subject.	Redundant_comp	discourse
Probably, such scientists' predictions will not be realized because the previous trends indicate another tendencies.	Probably, such scientists' predictions will not be realized because the previous years trends indicate another tendencies.	Redundant_comp	discourse
Honestly, it doesn't mean for me to be a great problem, and so I cannot fully agree with the presented opinion.	Honestly to say, it doesn't mean for me to be a great problem, and so I cannot fully agree with the presented opinion.	Redundant_comp	discourse
Honestly to say, it doesn't mean for me to be a great problem, so I cannot fully agree with the presented opinion.	Honestly to say, it doesn't mean for me to be a great problem, and so I cannot fully agree with the presented opinion.	Redundant_comp	discourse
But before it there will be no significant changes since the percentage of people aged 65 and over has the tendency to be about 5-10%.	But before it there will be no any significant changes since the percentage of people aged 65 and over has the tendency to be about 5-10%.	Redundant_comp	discourse
The graph presents proportion of population aged 65 and over in Japan, Sweden and the USA from 1940 to 2040.	The graph presents data about proportion of population aged 65 and over in Japan, Sweden and the USA from 1940 to 2040.	Redundant_comp	discourse
As it is presented in the graph, there were no serious changes in the USA and this population sector developped on the rage of 15%.	As it is presented in the graph, there were no serious changes in the USA and this proportion developped on the rage of 15%.	Redundant_comp	discourse
Also the situation has changed in Sweden.	Also, according to this comparison, the situation has changed in Sweden.	Redundant_comp	discourse
Firstly, knowledge and skills are developped by everyone individually withought separation in the base of gender.	Firstly, every knowledge and skills are developped by everyone individually withought separation in the base of gender.	Redundant_comp	discourse
Firstly, every knowledge and skills are developped individually withought separation in the base of gender.	Firstly, every knowledge and skills are developped by everyone individually withought separation in the base of gender.	Redundant_comp	discourse
To conclude, children can start learning foreign languages in their early ages if they want to.	To conclude, children can start learning foreign languages in their early ages if they want it.	Redundant_comp	discourse
in building sector the biggest number of people in 1998 and 2006 worked in the age of 18-25 while the smallest number was observed in the age of 56-65.	It is clear from the table that in building sector the biggest number of people in 1998 and 2006 worked in the age of 18-25 while the smallest number was observed in the age of 56-65.	Redundant_comp	discourse
It is clear from the table that in building sector the biggest number of people in 1998 and 2006 worked in the age of 18-25 while the smallest number was in the age of 56-65.	It is clear from the table that in building sector the biggest number of people in 1998 and 2006 worked in the age of 18-25 while the smallest number was observed in the age of 56-65.	Redundant_comp	discourse
However, in this age some children have problems with speaking and cannot go through bariers.	However, in this age some children have problems with speaking and cannot go through limits and bariers.	Redundant_comp	discourse
The sphere of hotels & catering became more attractive for people older 26 : the number of people in this sphere decrease only in the youngest group of respondents.	The sphere of hotels & catering became more attractive for people older 26 years: the number of people in this sphere decrease only in the youngest group of respondents.	Redundant_comp	discourse
It's good, if a child can speak a foreign language, because it will be a beneficial skill for him to apply a future job outside his home country.	It's good, if a child can speak a foreign language, because it will be a beneficial skill for him to apply a future job in outside his home country.	Redundant_comp	discourse
As we know, the first duty of a primary school is building character, not skills.	As we know, that the first duty of a primary school is building character, not skills.	Redundant_comp	discourse
the elder people the less its number was working there as in 1998 as in 2006.	So that the elder people the less its number was working there as in 1998 as in 2006.	Redundant_comp	discourse
Furthermore, if language has been learned before 12 years old, the man can become bilingual.	Furthermore, if language has been learned before 12 years old, the man can become bilingual person.	Redundant_comp	discourse
So, the child who started to learn foreign language earlier can be considered broaden-minded.	So, the child who started to learn foreign language earlier can be considered as broaden-minded.	Redundant_comp	discourse
Besides that, the most noteworthy fact about 1998 is that in the dominant sector of education the biggest amount of employees were in a mature age and reach maximum in the baud of 45-56 years old, meanwhile as in all of her sectors the biggest amount of people accounted for the youngest or next young group .	Besides that, the most noteworthy fact about 1998 is that in the dominant sector of education the biggest amount of employees were in a mature age and reach maximum in the baud of 45-56 years old, meanwhile as in all of her sectors the biggest amount of people accounted for the youngest or next young group by age.	Redundant_comp	discourse
In the modern world, where globlization is the priority of life, it is not enough to know just your native language, also to speak other language.	In the modern world, where globlization is the priority of life, it is not enough to know just your native language, but also to speak other language.	Redundant_comp	discourse
In the modern world, where globlization is the priority of life, it is not enough to know just your native language, but also to speak other one.	In the modern world, where globlization is the priority of life, it is not enough to know just your native language, but also to speak other language.	Redundant_comp	discourse
Thirdly in technology we can see an extremely increasing the level of people working in that areas was growing over 70 percent - 454375 people from 26 to 35, 193520 people from 56 to 65 and ofcourse young people - 187600.	Thirdly in technology we can see an extremely increasing the level of people that working in that areas was growing over 70 percent - 454375 people from 26 to 35, 193520 people from 56 to 65 and ofcourse young people - 187600.	Redundant_comp	discourse
