sentence_good	sentence_bad	error_type	field
This bar chart represents different levels of after school qualifications in Australia in 1999 that is indicated by y-axis and the sex proportion  , which is indicated by x-axis.	This bar chart represents different levels of after school qualifications in Australia in 1999 that is indicated by y-axis and the sex proportion that is indicated by x-axis.	Relative_clause	syntax
For example: fast-food; different food which consists with E; coca-cola an e.g.	For example: fast-food; different food, which consists with E; coca-cola an e.g.	Relative_clause	syntax
To sum up, in conclusion, I would like to say that I agree with people who think that if our cities in future will have more sports facilities than now, it will help us to improve our and public health.	To sum up, in conclusion, I would like to say that I agree with people, who think that if our cities in future will have more sports facilities than now, it will help us to improve our and public health.	Relative_clause	syntax
Of course, our society, nowadays have a lot of problems which have bad influence for our health.	Of course, our society, nowadays have a lot of problems, which have bad influence for our health.	Relative_clause	syntax
As for Yemen we can see the growth of number of people of 15-59 years old from 46,3% to 57,3%,  while in Italy, on the contrary this part of population is predicted to decrease from 61,6% to 46,2%.	As for Yemen we can see the growth of number of people of 15-59 years old from 46,3% to 57,3%, when in Italy, on the contrary this part of population is predicted to decrease from 61,6% to 46,2%.	Relative_clause	syntax
People  who practise sports have a strong immunity system, they do not suffer from diseases and they have a perfect body with big muscules.	People which practise sports have a strong immunity system, they do not suffer from diseases and they have a perfect body with big muscules.	Relative_clause	syntax
There is an increase in number of elder people in Yemen  , which is insignificant,  while an Italian elder people have double increase.	There is an increase in number of elder people in Yemen which is insignificant while an Italian elder people have double increase.	Relative_clause	syntax
Also, we can see on the diagrams that in Yemen 3,6% of the population took the category of persons, who were 60+ years old, however in Italy it was 24,1%.	Also, we can see on the diagrams, that in Yemen 3,6% of the population took the category of persons, who were 60+ years old, however in Italy it was 24,1%.	Relative_clause	syntax
So we can see that in Yemen there were very few people who were older than 60 years.	So we can see that in Yemen there were very few people, who were older than 60 years.	Relative_clause	syntax
What's about the projections, the charts show us that in Yemen there will be less children from to 0 to 14 years (37%), but more people, who are 15-59 years (57,3% comparing to the previous 46,3%) and more aged people (60+ years - 5,7%).	What's about the projections, the charts show us, that in Yemen there will be less children from to 0 to 14 years (37%), but more people, who are 15-59 years (57,3% comparing to the previous 46,3%) and more aged people (60+ years - 5,7%).	Relative_clause	syntax
What's about the projections, the charts show us, that in Yemen there will be less children from to 0 to 14 years (37%), but more people who are 15-59 years (57,3% comparing to the previous 46,3%) and more aged people (60+ years - 5,7%).	What's about the projections, the charts show us, that in Yemen there will be less children from to 0 to 14 years (37%), but more people, who are 15-59 years (57,3% comparing to the previous 46,3%) and more aged people (60+ years - 5,7%).	Relative_clause	syntax
In Italy the situation will be changed as well, we can see that the biggest part of the diagram will take people from 15 to 59 years, as it was in 2000.	In Italy the situation will be changed as well, we can see, that the biggest part of the diagram will take people from 15 to 59 years, as it was in 2000.	Relative_clause	syntax
On the other hand, there are a lot of people who hate sports.	On the other hand, there are a lot of people, who hate sports.	Relative_clause	syntax
When a person sees perfect bodies, he or she wants to be similar to people who have such bodies.	When a person sees perfect bodies, he or she wants to be similar to people, who have such bodies.	Relative_clause	syntax
Moreover, sport exercises can be harmful for people who do not know the techniques and his or her own restrictions.	Moreover, sport exercises can be harmful for people, who do not know the techniques and his or her own restrictions.	Relative_clause	syntax
It is about 394 km, in Kyoto the length of the route is nearly 11 km  , which is smaller than London's more than in 33.	It is about 394 km, in Kyoto the length of the route is nearly 11 km that is smaller than London's more than in 33.	Relative_clause	syntax
Tokio with nearly 2000 passengers have only 200 kilometres of routes  , which is worse than in London when for 775 passengers there is around 400 kilometres of route.	Tokio with nearly 2000 passengers have only 200 kilometres of routes which is worse than in London when for 775 passengers there is around 400 kilometres of route.	Relative_clause	syntax
Furthermore, it is obvious the oldest underground railway systems  , which were built in London, Paris and Tokyo, have more kilometres of route (395, 199, 155 respectively) and more passengers per year (775, 1191, 1927 respectively) than other 3 underground railway systems that were built later.	Furthermore, it is obvious the oldest underground railway systems that were built in London, Paris and Tokyo have more kilometres of route (395, 199, 155 respectively) and more passengers per year (775, 1191, 1927 respectively) than other 3 underground railway systems that were built later.	Relative_clause	syntax
The underground  which have the most number of passengers per year is in Tokyo with 1927 millions per year.	The underground, which have the most number of passengers per year is in Tokyo with 1927 millions per year.	Relative_clause	syntax
For example, in the end of June in owe country all youngh people who finished education at school, give there documents to the universities.	For example, in the end of June in owe country all youngh people, who finised education at school, give there documents to the universities.	Relative_clause	syntax
The graph below illustrates different percentage of people who were 65 years old and older, in 3 countries - Japan, Sweden and USA.	The graph below illustrates different percentage of people, that were 65 years old and older, in 3 countries - Japan, Sweden and USA.	Relative_clause	syntax
While other men, who would want to study at this university will have needness to search another university where vacancies will open.	While other men, who would want to study at this university will have needness to search another university, where vacancies will open.	Relative_clause	syntax
Universities just cannot provide this idea among students who want to learn something interesting, not equal-numbered.	Universities just cannot provide this idea among students, where everybody wants to learn something interesting, not equal-numbered.	Relative_clause	syntax
They are paid less than males, they often cannot get a good job according to their gender and these are only a small list of difficulties that  every single woman has to face with in the modern world.	They are paid less than males, they often cannot get a good job according to their gender and these are only a small list of difficulties, that every single woman has to face with in the modern world.	Relative_clause	syntax
According to all these aspects it should be noticed that despite the uneasy conditions in which women are living today, sometimes the refuse to allow to work and study some activities for women is reasonable.	According to all these aspects it should be noticed that despite the uneasy conditions, in which women are living today, sometimes the refuse to allow to work and study some activities for women is reasonable.	Relative_clause	syntax
Big difference we can see in Japan  , where at 1940 population aged 65 and over is just 5 per cent, but at 2040 it will be about 27 per cent.	Big difference we can see in Japan where at 1940 population aged 65 and over is just 5 per cent, but at 2040 it will be about 27 per cent.	Relative_clause	syntax
Newertheless in 2040 we will have other situation  , when we will haven't such big difference.	Newertheless in 2040 we will have other situation where we will haven't such big difference.	Relative_clause	syntax
For example in our contry to the Olimpic game in Cochi 2014 buldinged lot of sports objects,  which would be give to citezen.	For example in our contry to the Olimpic game in Cochi 2014 buldinged lot of sports objects, that would be give to citezen.	Relative_clause	syntax
Setting facilities requires appointing special people who can explain and train people, but due to free feature.	Setting facilities requires appointing special people, who can explain and train people, but due to free feature.	Relative_clause	syntax
The solution is to have special comitet with independent people who are highly educated and famous artists .	The solution is to have special comitet with independent people, that are very educated artists and are famous and known.	Relative_clause	syntax
In nowardays people who think that they are creative persons, expressing own ideas more and more.	In nowardays people, who thinking that, they creativity persons, expressing own ideas more and more.	Relative_clause	syntax
But sometimes in this movies we can see different things  which damage illusion of government.	But sometimes in this movies we can see different things those damage illusion of government.	Relative_clause	syntax
Thanks for this people  who makes this unusial idea and thoughts.	Thanks for this people tho makes this unusial idea and thoughts.	Relative_clause	syntax
The main question become: Can information that creative artists give to people, dangerous?	The main question become: Can information, that creative artists give to people, dangerous?	Relative_clause	syntax
Usually it was unreal to controll all content  that people was taking and artists were always versus it.	Usually it was unreal to controll all content, that people was taking and artists were always versus it.	Relative_clause	syntax
It is proven that censorship presence leads to a massive depression  , which is a bad sign for any government.	It is proven that censorship presence leads to a massive depression which is a bad sign for any government.	Relative_clause	syntax
And this problem could be solved by various social projects  that help such people with money for their treatment, for instance.	And this problem could be solved by various social projects in order to help such people with money for their treatment, for instance.	Relative_clause	syntax
First of all, increasing the number of sports facilities brings us more powerfull workers and studients  , which defenitely will increase the GDP of our country and marginal product if we speak about every single worker.	First of all, increasing the number of sports facilities brings us more powerfull workers and studients which defenitely will increase the GDP of our country and marginal product if we speak about every single worker.	Relative_clause	syntax
Thirdly, such step will take a child out of computer and video games  , which are destroy their health.	Thirdly, such step will take a child out of computer and video games which are destroy their health.	Relative_clause	syntax
Moreover, this measure do not cover the whole population an does not impact on adult  who do not want to interact with sports facilities.	Moreover, this measure do not cover the whole population an does not impact on adult which do not want to interact with sports facilities.	Relative_clause	syntax
According to the graphs, illustrating the year 2000, in Yemen people  who are 0-14 years old, prevail, whereas in Italy people comaratively older and the prevailinge age is 15-59.	According to the graphs, illustrating the year 2000, in Yemen people who are 0-14 years old, prevail, whereas in Italy people comaratively older and the prevailinge age is 15-59.	Relative_clause	syntax
On the other hand, the amount of them is the lowest in Italy, whereas people who are 60+ years old are on the 2nd place according to their part in general population.	On the other hand, the amount of them is the lowest in Italy, whereas people, who are 60+ years old are on the 2nd place according to their part in general population.	Relative_clause	syntax
And some times people who reach things that they think lead them to the happiness, are not feeling well.	And some times people, who reach things that they thing lead them to happiness, are not feeling well.	Relative_clause	syntax
However, there is a significant decrease after this  , which finishes at 35000 units.	However, there is a significant decrease after this which finishes at 35000 units.	Relative_clause	syntax
In majority cases people tend to agree with position like my, but there are a lot of people  who are constantly disagree.	In majority cases people tend to agree with position like my, but there are a lot of people which are constantly disagree.	Relative_clause	syntax
On tyhe other hand, some small things can give us many positive emotions, like your  son, when he get a good mark at school, or your favourite dog.	On tyhe other hand, some small things can give us many positive emotions, like your son when he get a good mark at school or your favourite dog.	Relative_clause	syntax
It is not necessary arts  what they are talking about: you can express yourself by doing practically anything, you just need to love it.	It is not necessary arts they are talking about: you can express yourself by doing practically anything, you just need to love it.	Relative_clause	syntax
The main tendency is that there are some kinds of post-school qualification which are extremely popular between each gender.	The main tendency is that there are some kinds of post-school qualification, which are extremely popular between each gender.	Relative_clause	syntax
The proportions are different between men and women  who held schools in 1999.	The proportions are different between men and women, who held schools in 1999.	Relative_clause	syntax
In addition, postgraduate diploma as wellas master's degree saw the same pattern  , in which the differences between two genders in these groups were 20% and 40%.	In addition, postgraduate diploma as wellas master's degree saw the same pattern in which the differences between two genders in these groups were 20% and 40%.	Relative_clause	syntax
Students will gain a lot of experience  ,which will help them during their lives, an experience they would never receive in the classroom.	Students will gain a lot of experience which will help them during their lives, an experience they would never receive in the classroom.	Relative_clause	syntax
Moreover, it will help our society to develop a lot of male areas where women can be really usefull.	Moreover, it will help our society to develop a lot of male areas, were women can be really usefull.	Relative_clause	syntax
In this diogram we can see the per sent of people  who are older than 65 from 1940 to 2040 in three different countries, which are Japan, USA and Sweden.	In this diogram we can see the per sent of people which are older than 65 from 1940 to 2040 in three different countries, which are Japan, USA and Sweden.	Relative_clause	syntax
And the most significant growing up we can manage at Japan  , which starts from 5 percend and finish with near 27 persent.	And the most significant growing up we can manage at Japan which starts from 5 percend and finish with near 27 persent.	Relative_clause	syntax
The most drammaticaly rising we can see in 2030  , when the line significantly goes up to 25 per cent from 10 where it was.	The most drammaticaly rising we can see in 2030 where the line significantly goes up to 25 per cent from 10 where it was.	Relative_clause	syntax
But I'm not sure that there are a lot of people who cares of it.	But I'm not sure that there are a lot of people, who cares of it.	Relative_clause	syntax
Although, it cannot be denied that it will help to reach the degree  which is occupied by the same gender.	Although, it cannot be denied that it will help to reach the degree, which is occupied by the same gender.	Relative_clause	syntax
For example, if university will prepare equal numbers of male and female builders, many women will have not a goad job, insted of men , whose numbers will no enought for good work in this professions.	For example, if university will prepare equal numbers of male and female builders, many women will have not a goad job, insted of men, whitch numbers will no enought for good work in this professions.	Relative_clause	syntax
Else, equal numbers of boys and girls on a faculty will no right for some people who will not enter on some subject because of sex.	Else, equal numbers of boys and girls on a faculty will no right for some people, which will not enter on some subject because of sex.	Relative_clause	syntax
The ending 31st boy will not enter on subject, because of his sex, just if he will have better exmam's results that 1st girl who will study in the university.	The ending 31st boy will not enter on subject, because of his sex, just if he will have better exmam's results that 1st girl, whitch will study in the university.	Relative_clause	syntax
Nowadays, every university has its own rules and laws that control the process of accepting students, somewhere according to the topic of equality between male and women.	Nowadays, every university has its own rules and laws, that control the process of accepting students, somewhere according to the topic of equality between male and women.	Relative_clause	syntax
Moreover, if university prohibit students to study definite subjects because of genders, there will be many people without high education or bad workers who work in the area which is wrong for them.	Moreover, if university prohibit students to study definite subjects because of genders, there will be many people without high education or bad workers who work in the area, which is wrong for them.	Relative_clause	syntax
Most of teachers who, for instance, teach literary studies are male ones.	Most of teachers, for instance, who teach literary studies are male ones.	Relative_clause	syntax
For this reason the universities can accept numbers of different students who want to be taught by these skills.	For this reason the universities can accept numbers of different students, who want to be taught by these skills.	Relative_clause	syntax
This reason can be but I prefer another one  , which is to do what students want.	This reason can be but I prefer another one which is to do what students want.	Relative_clause	syntax
"For example, in Russian culture there is a provers  that sounds like ""Even a tent is the heaven if you are with your beloved one""."	"For example, in Russian culture there is a provers sounds like ""Even a tent is the heaven if you are with your beloved one""."	Relative_clause	syntax
