sentence_good	sentence_bad	error_type	field
Also it is seems udeniable that the price of a product or good frequently is less than in a local shop because of it is a net of shops (multinational brand) which sets a price and can sell goods with a minimum price.	Also it is seems udeniable that the price of a product or good frequently is less than in a local shop because of it is a net of shops (multinational brand) which set a price and can sell goods with a minimum price.	Agreement_errors	morphology
Today in the century of transforming and globalizing big brands come to cities and capture places of smaller businesses, I believe that large brands offer a better quality of products and government can collect more taxes and in a more efficient way.	Today in the century of transforming and globalizing big brands comes to cities and capture places of smaller businesses, I believe that large brands offer a better quality of products and government can collect more taxes and in a more efficient way.	Agreement_errors	morphology
Price and quality are more essential than stability.	Price and quality is more essential than stability.	Agreement_errors	morphology
We can see that the number of people who spent time on sport hits a peak in sixeen to twenty four period.	We can see that the number of people who spent time on sport hit a peak in sixeen to twenty four period.	Agreement_errors	morphology
After that we can see that the time spent decreases from one hundred fifty threeto ten minutes.	After that we can see that the time spent decrease from one hundred fifty threeto ten minutes.	Agreement_errors	morphology
We can se that when people become seventy five years old the time spent reached the lowest point, when between sixteen and twenty four years old this graph reached a peak.	We can se that when people become seventy five years old the time spent reached the lowest point, when between sixteen and twenty four years old this graph reach a peak.	Agreement_errors	morphology
The secont trend is that the older people are, the less time he devoted to exercise.	The secont trend is that the older people are, the less time he devotes to exercise.	Agreement_errors	morphology
First of all, small business help prevent the monopolization.	First of all, small business helps prevent the monopolization.	Agreement_errors	morphology
It offer product from the same group as a large brand offers, but at a lower price, so the costomer has a choice.	It offers product from the same group as a large brand offers, but at a lower price, so the costomer has a choice.	Agreement_errors	morphology
Also the small local brands are the most important element of the market economy, without wich the state cannot develop harmoniously, so these brands largely determines the rate of economic growth, the structure and quality of the gross national product.	Also the small local brands is the most important element of the market economy, without wich the state cannot develop harmoniously, so these brands largely determines the rate of economic growth, the structure and quality of the gross national product.	Agreement_errors	morphology
Also the small local brands is the most important element of the market economy, without wich the state cannot develop harmoniously, so these brands largely determine the rate of economic growth, the structure and quality of the gross national product.	Also the small local brands is the most important element of the market economy, without wich the state cannot develop harmoniously, so these brands largely determines the rate of economic growth, the structure and quality of the gross national product.	Agreement_errors	morphology
The first chart illustrates the Facebook mobile and desktop use while the second graph shows the key reasons of using Facebook by two sexes.	The first chart illustrate the Facebook mobile and desktop use while the second graph shows the key reasons of using Facebook by two sexes.	Agreement_errors	morphology
Nevertheless, some people suppose that watching sports is useless activity that does not possess any brain activity.	Nevertheless, some people suppose that watching sports is useless activity that do not possess any brain activity.	Agreement_errors	morphology
In conclusion, it ought to be mentioned that watching sports events on TV unites people from various social classes, professions, religions and statuses.	In conclusion, it ought to be mentioned that watching sports events on TV unite people from various social classes, professions, religions and statuses.	Agreement_errors	morphology
In the following essay several aspects will be provided in order to support the idea that closure of those small businesses is not bad at all.	In the following essay several aspects will be provided in order to support the idea that closure of that small businesses is not bad at all.	Agreement_errors	morphology
The bar chart provides the strong evidence that both men and women did sport less by the getting older that is why there are the downward trend.	The bar chart provide the strong evidence that both men and women did sport less by the getting older that is why there are the downward trend.	Agreement_errors	morphology
Besides, multinational companies offer different sales on products that are really exccelent for customers that desire to save their money and buy something cheaper.	Besides, multinational companies offer different sales on products that is really exccelent for customers that desire to save their money and buy something cheaper.	Agreement_errors	morphology
However, one should accept that small bussiness has great impact on countries economy and people too.	However, one should accept that small bussiness have great impact on countries economy and people too.	Agreement_errors	morphology
Eventually, in group of 55 to 64 sports were more popular among women than men.	Eventually, in group of 55 to 64 sports is more popular among women than men.	Agreement_errors	morphology
It is quite obvious that international brands are really keen on quality control.	It is quite obvious that international brands is really keen on quality control.	Agreement_errors	morphology
At the same time, while multinational brands are gaining popularity, local producers have to close their shops and to stop their production as the amount fo maney they gain from the business is not enough to even pay salaries to their workers.	At the same time, while multinational brands is gaining popularity, local producers have to close their shops and to stop their production as the amount fo maney they gain from the business is not enough to even pay salaries to their workers.	Agreement_errors	morphology
For example, when a local farm near small Russian city called Bezhetsk was closed and most of former occupants failed to find a new position, rate of crime nearly doubled from 65 robberies per month to approximately 125.	For example, when a local farm near small Russian city called Bezhetsk were closed and most of former occupants failed to find a new position, rate of crime nearly doubled from 65 robberies per month to approximately 125.	Agreement_errors	morphology
These days,large companies opens all over the world and there is no place for new small businesses.	These days,large companies opens all over the world and there are no place for new small businesses.	Agreement_errors	morphology
It may be good for the people where the large companies open new offices.	It may be good for the people where the large companies opens.	Agreement_errors	morphology
These two charts shows that amount of mobile users increased in one year and that man and wimen have diffirent aims to use facebook.	This two charts shows that amount of mobile users increased in one year and that man and wimen have diffirent aims to use facebook.	Agreement_errors	morphology
This two charts show that amount of mobile users increased in one year and that man and wimen have diffirent aims to use facebook.	This two charts shows that amount of mobile users increased in one year and that man and wimen have diffirent aims to use facebook.	Agreement_errors	morphology
These are radical sport fans, and in this case they cant enrich their brains, they just watching only sport.	These is radical sport fans, and in this case they cant enrich their brains, they just watching only sport.	Agreement_errors	morphology
To sum up, watching sport programs is not usefull for your brain, it can not gives you something usefull, what can develop your skills or make your body strengh and fit.	To sum up, watching sport programs are not usefull for your brain, it can not gives you something usefull, what can develop your skills or make your body strengh and fit.	Agreement_errors	morphology
To sum up, watching sport programs are not usefull for your brain, it can not give you something usefull, what can develop your skills or make your body strengh and fit.	To sum up, watching sport programs are not usefull for your brain, it can not gives you something usefull, what can develop your skills or make your body strengh and fit.	Agreement_errors	morphology
The bar chart represents the average time in minutes spent on sport in 2012 by different age groups devided by gender.	The bar chart represent the average time in minutes spent on sport in 2012 by different age groups devided by gender.	Agreement_errors	morphology
The highest figures of the graph were demonstrated to the group of male young people.	The highest figures of the graph belongs to the group of male young people.	Agreement_errors	morphology
Firstly, young workers, who want to run the business in most cases have the newest educational base, which improves the common level of economics.	Firstly, young workers, who wants to run the business in most cases have the newest educational base, which improves the common level of economics.	Agreement_errors	morphology
Secondly, small business is a great place for graduated students to demonstrate their potential, as large brands always require developped skills and uniq experience.	Secondly, small business is a great place for graduated students to demonstrate their potential, as large brands always requires developped skills and uniq experience.	Agreement_errors	morphology
On the one hand, disadvantages of this deleopment are that it may cause dramatical consequences as rebels amoung citizens and uneployment.	On the one hand, disadvantages of this deleopment is that it may cause dramatical consequences as rebels amoung citizens and uneployment.	Agreement_errors	morphology
For example, the famous company H&M sells beautiful clothes which are quite affordable for a lot of people, which according to investigations is cheaper than in local shops.	For example, the famous company H&M sells beautiful clothes which is quite affordable for a lot of people, which according to investigations is cheaper than in local shops.	Agreement_errors	morphology
This essay emphasizes it has more positive sides than negative.	This essay emphasize it has more positive sides than negative.	Agreement_errors	morphology
They must create sales, events and so on, for keeping custumers in their shops.	They must creates sales, events and so on, for keeping custumers in their shops.	Agreement_errors	morphology
And of course, if a person works in multinational company, he has a lot of opportuneties for his life.	And of course, if a person work in multinational company, he has a lot of opportuneties for his life.	Agreement_errors	morphology
To my mind, the only advantage of this proccess is that one brand becomes bigger and its fans have a chance to buy what the wanted for ages.	To my mind, the only advantage of this proccess is that one brand become bigger and its fans have a chance to buy what the wanted for ages.	Agreement_errors	morphology
The noticable detail is that the average amount of time spent by women in age from 55 to 64 is larger than that for men.	The noticable detail is that the average amount of time spent by women in age from 55 to 64 is larger than those for men.	Agreement_errors	morphology
One the one hand, people think that big companies are much more important for economics and for people's lifes than small companies.	One the one hand, people think that big companies is much more important for economics and for people's lifes than small companies.	Agreement_errors	morphology
Thus, it brings benefits for companies and clients.	Thus, it bring benefits for companies and clients.	Agreement_errors	morphology
Moreover, it will reduce the unemployment rate in a region where company or a plant is being built.	Moreover, it will reduce the unemployment rate in a region where company or a plant are being built.	Agreement_errors	morphology
Currently this corporation is being criticized because of the ecological pollution.	Currently this corporation are being criticized because of the ecological pollution.	Agreement_errors	morphology
It is clear that for citizens and governmentsrisks as well as benefits can be caused by these replacements.	It is clear that for citizens and governmentsrisks as well as benefits can be caused by this replacements.	Agreement_errors	morphology
This essay will discuss these advantages and disadvantages and weight up all mentioned information.	This essay will discuss this advantages and disadvantages and weight up all mentioned information.	Agreement_errors	morphology
However, there are critics who advocate that local businesses need more financial and law support from government because these companies will bring more money and new work places to the economy in future.	However, there are critics who advocate that local businesses need more financial and law support from government because this companies will bring more money and new work places to the economy in future.	Agreement_errors	morphology
Overall, the situation then popular and multinational company replaces small local business has pros and cons.	Overall, the situation then popular and multinational company replaces small local business have pros and cons.	Agreement_errors	morphology
The amount of young men doing sports is almoas two times higher then men from the next age group, which is only 153000 hours.	The amount of young men doing sports is almoas two time higher then men from the next age group, which is only 153000 hours.	Agreement_errors	morphology
In my one opinion, despite several drawbacks, the replacement of small comanies to big ones brings more positive outcome.	In my one opinion, despite several drawbacks, the replacement of small comanies to big ones bring more positive outcome.	Agreement_errors	morphology
Everybode clearly understands that the main reason why big companies work is to make money.	Everybode clearly understand that the main reason why big companies work is to make money.	Agreement_errors	morphology
But there is a little rise between the groups five and six, for less than a 7 minutes, so people who are 65-7 years do more, than those who are 55-64.	But there is a little rise between the groups five and six, for less than a 7 minutes, so people who are 65-7 years do more, than that who are 55-64.	Agreement_errors	morphology
Overall, easy to notice that two main ternds show fall on about 10 times, and young people do sports activities usually and more often, so spend much time on it.	Overall, easy to notice that two main ternds shows fall on about 10 times, and young people do sports activities usually and more often, so spend much time on it.	Agreement_errors	morphology
If the international brand replaces all companies which work in some little cities, all people will do not have a job, and they will be have to go to anoter city or find a job not connected with their knowledges in sphere of theri ex-job.	If the international brand replace all companies which work in some little cities, all people will do not have a job, and they will be have to go to anoter city or find a job not connected with their knowledges in sphere of theri ex-job.	Agreement_errors	morphology
For instance, if the company produces some products (food), the costs of the products they produce will be high, and people in small cities with a small salary would not be able to buy products in this company, and as the consequence the company will not have such amont of money from the clients, that they want.	For instance, if the company produce some products (food), the costs of the products they produce will be high, and people in small cities with a small salary would not be able to buy products in this company, and as the consequence the company will not have such amont of money from the clients, that they want.	Agreement_errors	morphology
For example, the most known multinational company Google provides their employees good working conditions: in Google office there are space to relax, work and study.	For example, the most known multinational company Google provide their employees good working conditions: in Google office there are space to relax, work and study.	Agreement_errors	morphology
By constrast, the number of minutes males and females spend on sport was almost equal in the 55-64 years old (52,7 and 55,4 minutes respectively).	By constrast, the number of minutes males and females spend on sport were almost equal in the 55-64 years old (52,7 and 55,4 minutes respectively).	Agreement_errors	morphology
There are both advantages and disadvantages of these changes in business and for people who work in this sphere.	There are both advantages and disadvantages of this changes in business and for people who work in this sphere.	Agreement_errors	morphology
Despite these advantages, the replacment of local business with the bigger one's causes serious problems for people who ruins and own it.	Despite these advantages, the replacment of local business with the bigger one's causes serious problems for people who ruins and owns it.	Agreement_errors	morphology
The given tables illustrate the differences in the ways of Facebook consumption between 2012 and 2013 and also gives the explanation of why females and males use this social network.	The given tables illustrates the differences in the ways of Facebook consumption between 2012 and 2013 and also gives the explanation of why females and males use this social network.	Agreement_errors	morphology
Speaking about the reasons of using Facebook, the least popular one for both genders is learning about ways to help others.	Speaking about the reasons of using Facebook, the least popular one for both genders are learning about ways to help others.	Agreement_errors	morphology
Some people believe that the benefits of such a development outweigh the disadvantages, while others disagree with that.	Some people believe that the benefits of such a development outweighs the disadvantages, while others disagree with that.	Agreement_errors	morphology
It seems useless to provide the oflets all around the world with products as it costs more and less people are going to purchase it in a mortar-and-brick store.	It seems useless to provide the oflets all around the world with products as it costs more and less people is going to purchase it in a mortar-and-brick store.	Agreement_errors	morphology
(64) First of all, let`s figure out the main disadvantage over this situation - lack of motivation for those people who want to start a new business as a result of the pressure from the big companies on the market.	(64) First of all, let`s figure out the main disadvantage over this situation - lack of motivation for those people who wants to start a new business as a result of the pressure from the big companies on the market.	Agreement_errors	morphology
The only thing that keeps the world alive is changing.	The only thing that keep the world alive is changing.	Agreement_errors	morphology
The oldest group, for instance, spent a little time doing sport: over 75 years old man spend 29,2 minutes, while the same years old women spend 10 minutes, that very small value.	The oldest group, for instance, spend a little time doing sport: over 75 years old man spend 29,2 minutes, while the same years old women spend 10 minutes, that very small value.	Agreement_errors	morphology
Overall, a yong group of people spent a lot of time doing sports, while other groups spend less time, and for older you are, for less time you will spend doing sports.	Overall, a yong group of people spend a lot of time doing sports, while other groups spend less time, and for older you are, for less time you will spend doing sports.	Agreement_errors	morphology
On one hand it's good, when your favourite corporation replaces small business.	On one hand it's good, when your favourite corporation replace small business.	Agreement_errors	morphology
Every original case needs to be solved personally.	Every original case need to be solved personally.	Agreement_errors	morphology
It gives a lot of money and as a owner of this brand a person takes responsibility for its quality ect.	It gives a lot of money and as a owner of this brand a person take responsibility for its quality ect.	Agreement_errors	morphology
By the way, if a person has children he or she simply cannot pay for ther studies, for example.	By the way, if a person have children he or she simply cannot pay for ther studies, for example.	Agreement_errors	morphology
The bar grath provides information about the minutes of average time spend doing sport and exercise people any gender and age in England in 2012.	The bar grath provide information about the minutes of average time spend doing sport and exercise people any gender and age in England in 2012.	Agreement_errors	morphology
Some people suggest this tandency, but they have opponents who criticize this oppinion.	Some people suggest this tandency, but they have opponents who criticizes this oppinion.	Agreement_errors	morphology
So, this situation has some advantages.	So, this situation have some advantages.	Agreement_errors	morphology
It is argued that some local businesses have been replaced with multinational companies.	It is argued that some local businesses has been replaced with multinational companies.	Agreement_errors	morphology
The lowest figure describes time of people over 75 minutes.	The lowest figure describe time of people over 75 minutes.	Agreement_errors	morphology
This essay describes both advantages and disatvanteges of this tenadancy and gives the answer to the question: worth it or not.	This essay describes both advantages and disatvanteges of this tenadancy and give the answer to the question: worth it or not.	Agreement_errors	morphology
This essay describes both advantages and disatvanteges of this tenadancy and give the answer to the question: is it worth or not.	This essay describes both advantages and disatvanteges of this tenadancy and give the answer to the question: worth it or not.	Agreement_errors	morphology
For example, opening of new Apple stores is great celebration every time for most of fans of their products.	For example, opening of new Apple stores are great celebration every time for most of fans of their products.	Agreement_errors	morphology
In conclusion, it seems to me that the drawbacks of this development outweigh the benefits.	In conclusion, it seems to me that the drawbacks of this development outweighs the benefits.	Agreement_errors	morphology
If their bussines replaced, people will loose everything that was made by a lot of generations and customers will not have a chance to get known with different fascinating goods.	If their bussines replaced, people will loose everything that were made by a lot of generations and customers will not have a chance to get known with different fascinating goods.	Agreement_errors	morphology
Despite this, in my opinion it is more interesting to see different unknown places, a little bit smaller but unique ones.	Despite this, in my opinion it is more interesting to see different unknown places, a little bit smaller but unique one.	Agreement_errors	morphology
An amount of time in which women were doing sport was going down too and reached 10 minutes for women who are over 70 years old.	An amount of time in which women were doing sport were going down too and reached 10 minutes for women who are over 70 years old.	Agreement_errors	morphology
For instance, my grandmother prefers drinking a milk called Prostokvashino because she know how that milk were made in small farm.	For instance, my grandmother prefer drinking a milk called Prostokvashino because she know how that milk were made in small farm.	Agreement_errors	morphology
For instance, my grandmother prefer drinking a milk called Prostokvashino because she knows how that milk were made in small farm.	For instance, my grandmother prefer drinking a milk called Prostokvashino because she know how that milk were made in small farm.	Agreement_errors	morphology
For instance, my grandmother prefer drinking a milk called Prostokvashino because she know how that milk was made in small farm.	For instance, my grandmother prefer drinking a milk called Prostokvashino because she know how that milk were made in small farm.	Agreement_errors	morphology
For example, company Clinique makes cosmetisc only with healthy ingridients and women are ready to pay for that cosmetics because such ingridients are expensive and they know that.	For example, company Clinique make cosmetisc only with healthy ingridients and women are ready to pay for that cosmetics because such ingridients are expensive and they know that.	Agreement_errors	morphology
For instance, a lot of teenagers are more likely to buy new mobile phone from company Apple, because nowadays everybody knows the price and respect this company.	For instance, a lot of teenagers are more likely to buy new mobile phone from company Apple, because nowadays everybody know the price and respect this company.	Agreement_errors	morphology
Besides, Apple provides phones and laptops with new fiatures that are actual these days and can made our lives more convinient.	Besides, Apple provide phones and laptops with new fiatures that are actual these days and can made our lives more convinient.	Agreement_errors	morphology
In conclusion, I would like to say that there are more advantages of replacing small companies with large brand, but there is no necessity in replacing all local businesses, because they have their own customers.	In conclusion, I would like to say that there are more advantages of replacing small companies with large brand, but there is no necessity in replacing all local businesses, because it has their own customers.	Agreement_errors	morphology
After turning 34 years old, both of genders spent less time doing sports, so the chart slowly decreases its values from 153,8 to 114,2 by men and 92,8 to 70,2 by women.	After turning 34 years old, both of genders spent less time doing sports, so the chart slowly decrease its values from 153,8 to 114,2 by men and 92,8 to 70,2 by women.	Agreement_errors	morphology
When people become older than 54 their time spent on doing sports rapidly decreases from 52,7 to 29,2 by men and 55,4 to 10 by women.	When people become older than 54 their time spent on doing sports rapidly decrease from 52,7 to 29,2 by men and 55,4 to 10 by women.	Agreement_errors	morphology
Secondly, multinational brands always contribute greatly to pollution.	Secondly, multinational brands always contributes greatly to pollution.	Agreement_errors	morphology
This essay will suggest that cons of this development outweigh the pros.	This essay will suggest that cons of this development outweighs the pros.	Agreement_errors	morphology
For instance, Starbucks, a multinational coffe shop company, hires a lot of local citizens in Semaramg and indonesia, and this results the decreasing rate of unemployment in that area.	For instance, Starbucks, a multinational coffe shop company, hire a lot of local citizens in Semaramg and indonesia, and this results the decreasing rate of unemployment in that area.	Agreement_errors	morphology
Such companies produce a lot of products at once and make a lot of waste which causes damage to the environment.	Such companies produce a lot of products at once and make a lot of waste which cause damage to the environment.	Agreement_errors	morphology
In conclusion, being replaced with large, multinational brands can be advntageous if it reduces unemployment rate, however, the cost of such rebranding is too high and overcome the benefits.	In conclusion, being replaced with large, multinational brands can be advntageous if it reduce unemployment rate, however, the cost of such rebranding is too high and overcome the benefits.	Agreement_errors	morphology
In conclusion, being replaced with large, multinational brands can be advntageous if it reduce unemployment rate, however, the cost of such rebranding is too high and overcomes the benefits.	In conclusion, being replaced with large, multinational brands can be advntageous if it reduce unemployment rate, however, the cost of such rebranding is too high and overcome the benefits.	Agreement_errors	morphology
I believe that such replacement brings more benefits than cons.	I believe that such replacement bring more benefits than cons.	Agreement_errors	morphology
First of all, the main advantage that large companies bring to the world replacing small businesses is relatively low price of the products and services these companies produce.	First of all, the main advantage that large companies bring to the world replacing small businesses is relatively low price of the products and services this companies produce.	Agreement_errors	morphology
Sometimes, these brands have officies around the whole world, sometimes they just place their fabrics.	Sometimes, this brands have officies around the whole world, sometimes they just place their fabrics.	Agreement_errors	morphology
And it creates work opportunities for many people living in these countries.	And it creates work opportunities for many people living in this countries.	Agreement_errors	morphology
The chart gives information about the average time spent doing aport and exercise in England in 2012 by age and gender.	The chart give information about the average time spent doing aport and exercise in England in 2012 by age and gender.	Agreement_errors	morphology
